title,company,location,summary,salary
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
Toolroom Engineer,Nissan,,A qualified Mechanical Engineer. The high quality and volume requires its members / employees to be high energy and engaged problem solvers with a need to get...,
ILS Engineer,Thales Group,,"The ILS Engineer is a member of the dedicated Data Improvement team led by the Data Improvement Project Lead, who reports directly to the Project Manager....",
Junior Mechanical / HVAC Engineer,Wood,,"Degree in Mechanical Engineering (recognised by Engineers Australia). Work with other engineers, designers and supervisors as required to support engineering...",
Production Engineer ( Mechanical),Jeld-Wen,,An ability to analyse and interpret performance data. Degree qualified Mechanical Engineer with a min of 3 years experience....,
Senior Data Engineer / Data Warehouse / Redshift - Melbourne,Ernst & Young OM,,"You will be involved a variety of activities such as gathering technical requirements, data analysis, ETL, data modelling, data migration, data warehousing...",
"Analyst, Data Science",NAB - National Australia Bank,,"Working directly with technology, data engineers, data scientists, key business stakeholders and the broader analytics community you will support, and guide...",
Data Architect - AWS environment,Versent,,"Lead and mentor Data engineers. We have some of the best tech talent in Australia and due to client and internal demand, we're looking to expand our data team...","$100,000 - $160,000 a year"
Mechanical Piping Engineer Level II,WorleyParsons,,"We engineer for lasting impact. Assist with the preparation of detailed designs and drawings, specifications, data, calculations and reports....",
Software Engineer,Foxit Australia Pty Ltd,,"3-years minimum previous experience as Software Engineer or related positions. For Enterprise Automation, Foxit provides server software for large scale PDF...","$70,000 - $80,000 a year"
Appearance Excellence Engineer,Premcar,,We are currently seeking an experienced and self-motivated Automotive Engineer for a contract role within Ford’s Product Development team based in Melbourne....,
Data Engineer,Chandler Macleod,Melbourne VIC,Knowledge of Data Governance in big data. Knowledge & experience in big data. Melbourne based contract available for an Data Engineer with AWS experience and...,
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
Data Engineer,Servian,Melbourne VIC,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. You will also bring skills in Big Data technologies and...",
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,Chandler Macleod,Melbourne VIC,Knowledge of Data Governance in big data. Knowledge & experience in big data. Melbourne based contract available for an Data Engineer with AWS experience and...,
Senior Data Engineer / Data Warehouse / Redshift - Melbourne,Ernst & Young OM,,"You will be involved a variety of activities such as gathering technical requirements, data analysis, ETL, data modelling, data migration, data warehousing...",
E&I Project Engineer,CSL Behring,,Data and communications systems; A strong ability to work alongside other project engineers and consultants to deliver specific projects in tight timelines....,
Junior Data Scientist,Xpand Group,,"Working directly with technology, data engineers, data scientists, key business stakeholders and the broader analytics community you will support, and guide...","$90,000 a year"
Data Engineer,Clicks IT Recruitment,,"The Data Engineer will be responsible for:. Leveraging and driving data. The configuration, customisation and integration of data components to deliver and...",
Test Engineer,ITL Australia,,"Test Engineer in the testing domain with good Experience in Automation tools such as Selenium with TestNG, Cucumber, Protractor with Jasmine, UFT and Mobile...",
Big Data Engineer,Michael Page,,"Strong data integration and data manipulation experience using SQL. AWS - Data Services/Tooling such as:. Carry out routine processes in SQL for data processes,...","$90,000 - $110,000 a year"
Network Engineer,Leidos,,"We have an opportunity to join our key Defence account, Centralised Processing (CP) as a Network Engineer. You are an experienced engineer within a complex,...",
Mechanical Engineer I Inspection Team,WorleyParsons,,"Technical Bid Evaluation and Vendor data review; Develop Specification, data sheet and Scope of Work for various pressure vessels, exchangers, furnace etc.;...",
Mineral Processing Engineer,Ernst & Young OM,,"EY DnA is the data and advanced analytics capability within EY Asia-Pacific working in multiple sectors including financial services, government & public sector...",
Voice and Systems Engineer,anycast,,"Level 2 troubleshooting and support for Voice and Data services. Anycast Networks deliver world-class voice, data, and compute solutions to our customers...",
Data Engineer,Servian,Melbourne VIC,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. You will also bring skills in Big Data technologies and...",
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,Servian,Melbourne VIC,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. You will also bring skills in Big Data technologies and...",
Data Architect - AWS environment,Versent,,"Lead and mentor Data engineers. We have some of the best tech talent in Australia and due to client and internal demand, we're looking to expand our data team...","$100,000 - $160,000 a year"
RAM Engineer,Bombardier,,"If you’re ambitious, driven and team-spirited, this is your opportunity to build a career as a RAM Engineer in Melbourne....",
Position Description,Medtech Global,,"Products/solutions • Data migration feedback from customer. Qualifications in Technology, a Medtech Certified Engineer, Qualified PMS / ITIL or equivalent....",
IT Desktop Support Engineer- Melbourne (Casual Full Time),Axiom Technologies,,Desktop Support Engineer. Weighs up options using the available data. Seeks out and uses factual data when available....,
Big Data Engineer,Precision Sourcing,,You will be working experienced Big Data Engineers and Data Scientist. Work with a variety of big data engineers and Technology Teams....,
Appearance Excellence Engineer,Premcar,,We are currently seeking an experienced and self-motivated Automotive Engineer for a contract role within Ford’s Product Development team based in Melbourne....,
Product Owner – Data Ecosystem Adoption,ANZ Banking Group,,"Make our Data Ecosystem so compelling that ANZ is workplace of choice for data scientists, analysts and engineers....",
Electrical Engineer,WorleyParsons,,"Prepare engineering designs, equipment specifications, data sheets, lists and calculations; Sound communications skills with the ability to build strong...",
Commissioning Engineer,Metro Trains Melbourne,,We are currently seeking a Commissioning Engineer for work on our Level Crossing Removal Project. Tertiary qualification in Engineering allowing for admittance...,
Datacentre Engineer,Dimension Data,,Diversity in Dimension Data. Join our growing global team and accelerate your career with Dimension Data. Dimension Data is an equal opportunity employer with a...,
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
Data Engineer,Chandler Macleod,Melbourne VIC,Knowledge of Data Governance in big data. Knowledge & experience in big data. Melbourne based contract available for an Data Engineer with AWS experience and...,
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
PI Engineer 1 (ILS Co-ordinator),Bombardier,,"PI Engineer 1 (ILS Co-ordinator)-TAPA-AUDG01570825. If you’re ambitious, driven and team-spirited, this is your opportunity to build a career as a PI Engineer...",
Software Engineer,Kingston Data Systems Pty Ltd,,"We are a small technology business in the South East Suburbs of Melbourne, with a global client base in high speed industrial inspection and cloud based...",
Data Engineer | Contract | Melbourne CBD,Attribute Consulting,,"Big Data Tooling (Spark, Hadoop, Hive, Airflow). I am after Data Engineers to work with a technology leader who are harnessing the power of AI and are...",
Data Centre Engineer,Mars Recruitment Australia,,Designing new data centre. Carrying out data centre relocation. Need to have experience with enterpise data centre relocation projects....,
Embedded Software Engineer,Relectrify,,"Real time data logging and big data analytics. We are looking to bring into Relectrify a capable, bright, independent and diligent embedded software engineer to...",
Office 365 Exchange Engineer- Melbourne,Axiom Technologies,,Office 365 Exchange Engineer. Weighs up options using the available data. Seeks out and uses factual data when available....,
Intern - Wireless (Web) Portal Software Engineer,Thales,,Understand security and data privacy concerns and how to apply appropriate measures in software to mitigate those risks....,
ESM Solution Engineer,ME Bank,,"Popular culture – that’s not a claim, we’ve got the data to prove it. You’re a highly experienced back end engineer with experience of Java, Spring Boot, Docker...",
Environmental Engineer/Scientist,Golder Associates,,"Interpretation and reporting of analytical data. At Golder, we thrive on challenges....",
Data Engineer,Peoplebank,,"Looking for a Data Engineer to support the analysis, design and development of data sources and data workflows to deliver operational data capability for NEO....",
Big Data Engineer,Precision Sourcing,,You will be working experienced Big Data Engineers and Data Scientist. Work with a variety of big data engineers and Technology Teams....,
Data Solution Lead,Sportsbet.com.au,,"You will be working alongside a team of highly passionate, cross-skilled Data Engineers who are focused on building out new core service capabilities as well as...",
Network Engineer (Melbourne),"SoftLayer Technologies, Inc.",,"Receive escalations from our NOC, Network Support Engineers, and Management. Engage with Technical Account Managers and/or Sales Engineers to represent the...",
Data Engineer | Contract | Melbourne CBD,Attribute Consulting,,"Big Data Tooling (Spark, Hadoop, Hive, Airflow). I am after Data Engineers to work with a technology leader who are harnessing the power of AI and are...",
Data Centre Engineer,Mars Recruitment Australia,,Designing new data centre. Carrying out data centre relocation. Need to have experience with enterpise data centre relocation projects....,
Senior Data Analyst / Engineer | Greenfields team,Redwolf + Rosch,,"Understanding of data warehousing design principles and dimensional modelling (snowflake, redshift and SQL data warehouse)....","$100,000 - $135,000 a year"
Big Data Engineer,Finite IT,,"Data Engineering background. Our client, a large Melbourne based telecommunications organisation is looking for a Big Data Engineer....",
Electrical Engineer,WorleyParsons,,"Prepare engineering designs, equipment specifications, data sheets, lists and calculations; Sound communications skills with the ability to build strong...",
Signalling Engineer,Metro Trains Melbourne,,Provide design and documentation responses in accordance with the Office of the Chief Engineers requirements....,
Senior Service Engineer – Australia,Industrial Scientific Corporation,,"Assists customers with developing best practices utilizing iNet data through proper set-up of all hardware (docking stations, gas detectors, calibration gas)...",
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
Data Engineer,Servian,Melbourne VIC,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. You will also bring skills in Big Data technologies and...",
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
Data Engineer,Servian,Melbourne VIC,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. You will also bring skills in Big Data technologies and...",
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Wind Modelling Engineer,Jacobs,,"Data collection, terrain and constructability assessments, turbine inspections, performance improvements, and technology reviews....",
Solution Engineer,VMware,,"Working collaboratively with sales, marketing and partner teams our Solution Engineers (SE’s) are a key component to our customer’s success....",
Artificial Intelligence Engineer,Reesby Recruitment,,Previous experience as a data scientist. Are currently hiring an AI Engineer (artificial intelligence and machine learning) in Melbourne for a large Brand name...,"$90,000 - $150,000 a year"
"IT Support Analyst (EUC & OSX)- Melbourne, CBD ( Casual/ AX_...",Axiom Technologies,,Weighs up options using the available data. Seeks out and uses factual data when available. Systematically analyses the pros and cons of an issue and supporting...,
Systems Engineer,ITL Australia,,"About Us Infosys is a global leader in consulting, technology, outsourcing and next-generation services. We enable clients, in more than 50 countries, to stay...",
Big Data Engineer,UXC Professional Solutions,,"Big Data Engineer. Must have experience working with real-time ingestion, processing, and curation of data at big data scale....",
Dams Engineer (Structural),AECOM,,We are looking for an experienced structural engineer with at least eight years of experience (preferably working on dams projects) to join our team....,
"Engineer, Financial Crime (AML)",ANZ Banking Group,,"Data governance – experience in data lineage and data quality control. Engineer - Fraud, Financial Crime & Retail Decisioning....",
Data Migration Engineer,Paxus,,Data Migration Engineer within a CI/CD automation project. Knowledge of Data cleansing. To be considered for this role you will be a strong Data Engineer with...,
Principal Engineer - AWS,Versent,,"Our Principal Engineers exhibit the following behavious; Work with engineers on clean, testable, repeatable code....","$170,000 - $200,000 a year"
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
Lead Engineer – Big Data Ecosystem (Chengdu),ANZ Banking Group,,Lead Engineer – Big Data Ecosystem (Chengdu). Data modelling and data visualisation tools and techniques. An exciting opportunity has just come for you to join...,
BI Sales Engineer,Sisense,,"Data driven and an excellent analytical mind. Software architecture, data transfer, business discovery, reporting etc....",
Solutions Engineer,Teradata,,Solutions Sr Engineer (II). We call this Pervasive Data Intelligence. Join us and help create the era of Pervasive Data Intelligence....,
CRM Engineer - Institutional - Melbourne,ANZ Banking Group,,"CRM Engineer – Institutional – Melbourne. To learn more about Wholesale Digital and Customer Data, click on the Vimeo link below-....",
Data Engineer,Peoplebank,,"Looking for a Data Engineer to support the analysis, design and development of data sources and data workflows to deliver operational data capability for NEO....",
Data Integration Engineer,Greythorn,,"100TB Data Migration. Experience with GIS, time-series and traffic data. End to end Data pipeline experience. Strong understanding of Databases, Data processing...",
Consulting- CIO- Machine Learning Engineer (MLET) -Manager-...,Deloitte,,"Machine Learning Engineer (MLET) - Manager Level x two positionResponsibilities:. Regression, time-series, classification, clustering, etc.), and their...",
Data Engineer,Davidson Recruitment,,"The Data Engineer will be responsible for:. Leveraging and driving data. Our client is a national retailer, who are seeking a Data Engineer to enhance their...",
"Software Engineer, Cash",Square,,"Design data models to support application features. Strong desire to perform and grow as an engineer. Square Cash is a quick, easy, and free way to send money....",
Sales Engineer,Veritas Technologies,,A desire to be at the forefront of software-defined hybrid and multi-cloud data. Join our sales team as Solution SE and make a difference as you influence...,
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
Data Engineer,Chandler Macleod,Melbourne VIC,Knowledge of Data Governance in big data. Knowledge & experience in big data. Melbourne based contract available for an Data Engineer with AWS experience and...,
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
