title,company,location,summary,salary
Data Operations Analyst - Maternity Leave Contract - Part Ti...,Munich Re,,"Data Operations Analyst - Maternity Leave Contract - Part Time (m/f/d). Continually improve process efficiency, data quality, reporting, controls, documentation...",
"Analyst, Enterprise Data Management",Macquarie Group Limited,,"In addition, you will work closely with the stakeholders to assess data quality by identifying critical data, data lineage, data controls, establish metrics for...","$80,000 a year"
Analyst,ASIC,,Undertake research and analysing data gathered as part of the surveillance process. Additional financial advice planning industry qualifications and experience...,"$66,714 - $76,473 a year"
Data Warehouse Test Analyst,DX Solutions,,"Testing on Data Warehouse projects. We looking to consolidate multiple BI tools, data marts and DWH’s into a common platform to have readily available data to...",
Local Data Intelligence Analyst,HERE Technologies,,"Bachelor’s degree in data Analysis/Science, GIS or related field. You have the ability to extract, manipulate and transform different data formats (e.g....",
Data and Reporting Analyst,BNY Mellon,,Coordinates production support activities for systems and related subsystems to ensure the integrity of computer generated data....,
Data Analyst,WiseTech Global,,"Demonstrate strong data exploration and modelling abilities. You are a data analyst who will play a key role in the technical design, implementation and...",
Data Analyst,Interpro,,"Experienced in data analysis, data reporting, data quality, root cause analysis, trouble shooting, recommending fixes and operational reporting improvement...",$700 a week
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Risk Analyst,Bupa,Sydney NSW,"Strong analytical skills to convert risk and incident data into meaningful management information; Working with the Compliance team and Risk Business Partner,...",
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Inventory Analyst,people2people,Fairfield NSW,Attention to detail to allow for simplistic data presentations. Tracking reports and extracting data to have visability on product shelf life and stock levels...,"$40,000 - $50,000 a year"
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Data Assistant,Reserve Bank of Australia,,Working as part of a data management team in the Economic Group you will prepare graphs and process statistical data for internal use and external publications....,
Data Analyst,Starcom,,"Troubleshoot data quality issues that can arise from data load processes. Collect, clean and send data to the analyst for building ad-hoc, complex business...",
Assistant Analyst - Business Intelligence - Graduate Positio...,Mirvac,,Attention to detail when analysing data sources. To then perform analysis and create insightful reports with the data available....,
Data Analyst,WiseTech Global,,"Demonstrate strong data exploration and modelling abilities. You are a data analyst who will play a key role in the technical design, implementation and...",
Data Analyst,Interpro,,"Experienced in data analysis, data reporting, data quality, root cause analysis, trouble shooting, recommending fixes and operational reporting improvement...",$700 a week
CRO – Data Analyst,TKR Group,,"Min 3 years experience working as a Data Analyst / CRO Specialist. Knowledge of data science is preferred. Digital Analytics, data analysis tools a must (Google...",
"Analyst, Investment Analytics and Data",Dimensional Fund Advisors,,"Analyst, Investment Analytics and Data. Perform regular and ad hoc data validation of security reference and financial statement data, ensure data accuracy, and...",
Data Analyst - Group Regulatory Risk,AMP Limited,,"Excellent data management skills, including proven ability to identify detailed gaps in data quality, perform data profiling and standardization (e.g....",
Data Analyst (2 month contract),BNP Paribas,,"Data mining of excel databases. Data gathering, analysis & development of tracking & reporting solution for our Trust Year End timetable (wallchart)....",
Data Scientist,THE ICONIC,,"A senior and well experienced Data Science practitioner with at least 6+ years of experience, who has done their time in the dark deep mines of data, built...",
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Risk Analyst,Bupa,Sydney NSW,"Strong analytical skills to convert risk and incident data into meaningful management information; Working with the Compliance team and Risk Business Partner,...",
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Reporting Analyst,Luvo,,Collate analytical data and provide summaries. Prepare technical documentation with data extracted from CRM platform....,
APS Level 4/5-6 (S&T Level 3-4) - Submarine Capability Analy...,Australian Government Department of Defence,,"Your knowledge and experience will equip you to design experiments, develop models, run simulations and analyse data in order to understand how submarines...","$67,100 - $92,150 a year"
Fraud Analyst,Westpac Group,,As Fraud Analyst you will be responsible for but not limited to:. Analyse and interrogate data to support fraud detection and uncover fraudulent activities....,
"Business Analyst, Data Governance and Management",Cancer Institute Division,,Exciting opportunity for an experienced Business Analyst to join a team specialising in data management. Please outline your experience and what your role was...,"$110,961 - $126,496 a year"
Senior Data Analyst,icare NSW,,Work on and manage data integrity and data cleanse initiatives for the business. Icare is currently seeking an experienced Senior Data Analyst with a commercial...,"$108,044 a year"
Litigation Technology Analyst (Global eDiscovery & Data Advi...,Baker McKenzie,,"Our eDiscovery and Data Advisory function sits within this team. Coordinate the loading of data, as necessary, obtained from vendors into any firm related...","$90,000 - $100,000 a year"
Graduate - Insights Analyst,Nielsen,,A passion for data and analytics. Able to analyse data and summarise into a story. You will MAKE A DIFFERENCE by supporting our team to partner with our clients...,
"Analyst, Data Management",NAB - National Australia Bank,,Interpret complex data and be able to provide meaningful insight by identifying any issues. Permanent Full time....,
Graduate Insights Analyst,Kellogg Company,,"Mining and generation of data, data analysis, data modelling and data driven insights and recommendations across the Category, Consumer, Customer & Shopper...",
Data Analyst (Marketing),SafetyCulture,,Ability to use business intelligence & data visualisation tools. You love reliable and accurate data collection and reporting....,
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Costing Analyst (Finance Data),Western Sydney Local Health District,,The Costing Analyst (Finance Data) is responsible for assisting the Senior Costing Analyst in all matters relating to Clinical Costing across Western Sydney....,"$95,426 - $113,183 a year"
Senior Data Analyst- Contract,Munich Re,,Data analysis to ensure accurate data. Be risk aware of the consequences of poor data quality and highlight consistent issues in data to Data Leadership for...,
Database Analyst,Colliers International,,"Skill and experience in accurate data entry. Assist operators to provide analytical data and market research for use in submissions, Information Memorandums and...",
NSW Government Data Analytics,KPMG,,"Data Engineer / Analyst /Information Management. Define and deliver enterprise information management frameworks that address data lineage, data dictionaries,...",
Data Analyst,Sanofi,,We are looking for an experienced Data Analyst to join our team. In this role you will be responsible for managing the ANZ commercial Data Warehouse (Athena) by...,
Analyst,ASIC,,Undertake research and analysing data gathered as part of the surveillance process. Additional financial advice planning industry qualifications and experience...,"$66,714 - $76,473 a year"
Data Scientist,Hyper Anna,,This is a client-facing role and you'll be the go-to Data Scientist responsible for solving our clients data analytics’ problems....,
"Graduate/Junior Data Analyst, Norwest, Sydney, Excellent Rol...",inDmand,,"The role will comprise of most facets of Data and Analytics in 2019 (Machine Learning Techniques, Data Science principles, AI initiatives) and underlying this...","$75,000 - $90,000 a year"
Analyst (Graduate),Law In Order,,"Our Consulting team help clients identify, collect, analyse and produce massive volumes of data in the form of emails, documents, databases, multimedia files,...",
Data Scientist - Sydney,Freelancer.com,,Proven experience as a data scientist or analyst. Experience in data mining. Present information using data visualisation techniques....,"$70,000 - $110,000 a year"
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
"Data Analyst - Records Services, Core Business Services - Me...",Ernst & Young OM,,"The role of a Data Analyst will include conducting Data Assessment against compliance, reporting results and highlighting insights across large volumes of data....",
Software Test Analyst,Darzin Software,,An understanding of data and Excel. We are looking for a Test Analyst with User Acceptance experience to join our team....,"$45,000 - $60,000 a year"
Senior Data Analyst,icare NSW,,Work on and manage data integrity and data cleanse initiatives for the business. Icare is currently seeking an experienced Senior Data Analyst with a commercial...,"$108,044 a year"
Counterfeit Analyst,Reserve Bank of Australia,,Conducting analysis of counterfeit data. Assisting with data entry and processing of counterfeits. Well- developed ability to prepare reports and to analyse...,
GDS Air Analyst,Expedia,,"Problem-solving by reproducing scenarios, researching available data, filing bug reports, developing alternatives to bring resolution to issues....",
Costing Analyst (Finance Data),Western Sydney Local Health District,,The Costing Analyst (Finance Data) is responsible for assisting the Senior Costing Analyst in all matters relating to Clinical Costing across Western Sydney....,"$95,426 - $113,183 a year"
Data Scientist,Hyper Anna,,This is a client-facing role and you'll be the go-to Data Scientist responsible for solving our clients data analytics’ problems....,
REVENUE ANALYST,Torrens University Australia,,"Reporting to the Finance Systems Analyst, you will be responsible for:. Validation of revenue model assumptions by working with MBI and reconciling drivers to...",
"Data Analyst - interrogating, manipulating, analysing, repor...",Naviro Pty Ltd,,"Providing subject matter expertise, data extracts, data dictionaries, reports and other documentation to support the work of the Data Custodian and the wider...",
Portfolio Analyst,Virgin Australia,,"Collate, review and validate project data from project teams. Analysing project and financial data to understand trends, pro-actively identify portfolio issues...",
Inventory Analyst,people2people,Fairfield NSW,Attention to detail to allow for simplistic data presentations. Tracking reports and extracting data to have visability on product shelf life and stock levels...,"$40,000 - $50,000 a year"
Risk Analyst,Bupa,Sydney NSW,"Strong analytical skills to convert risk and incident data into meaningful management information; Working with the Compliance team and Risk Business Partner,...",
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Data Scientist (Maintenance Support),UGL Limited,,Analyse data environment and develop a three-year data growth plan. Data Scientist (Maintenance Support)-235255....,
Data Analyst - R/SAS - Campaigns - International Brand!,AUREC,,+2 years working as a Campaign Analyst / Insights Analyst / Modellor. This is a fantastic opportunity for a Data Analyst to join work on one of the largest...,$400 a day
Big Data Analyst,Bond Executive,,Data visualisation & dashboard reporting. An exceptional opportunity to join a global strategy house that are growing nationally and continue to win admiration...,
Data Analyst - R/SAS - Campaigns - International Brand!,Aurec Human Capital Group,,+2 years working as a Campaign Analyst / Insights Analyst / Modellor. This is a fantastic opportunity for a Data Analyst to join work on one of the largest...,
Quality Test Analyst,Computershare,,"Defining and managing test data as required. Liaising with business analysts, programmers and other relevant stakeholders....",
Junior Data Analyst,Genesis IT&T Pty Ltd,,This will require pulling data together from various data sources and aggregating them together such as dashboard on a monthly basis....,
"Data Analyst - Records Services, Core Business Services - Me...",Ernst & Young OM,,"The role of a Data Analyst will include conducting Data Assessment against compliance, reporting results and highlighting insights across large volumes of data....",
Junior Analyst / Junior Technical Analyst,Lens10,,Lens10 is currently experiencing rapid growth and are looking for multiple graduates to join us as Junior Analysts and Technical Analysts from June 2019....,
REVENUE ANALYST,Torrens University Australia,,"Reporting to the Finance Systems Analyst, you will be responsible for:. Validation of revenue model assumptions by working with MBI and reconciling drivers to...",
Credit Analyst Students,TAFE Commission,,Credit Analyst Students. Outline your experience in working with large sets of data and different categories of customers. Financial Control & Treasury....,
Risk Analyst,Bupa,Sydney NSW,"Strong analytical skills to convert risk and incident data into meaningful management information; Working with the Compliance team and Risk Business Partner,...",
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Inventory Analyst,people2people,Fairfield NSW,Attention to detail to allow for simplistic data presentations. Tracking reports and extracting data to have visability on product shelf life and stock levels...,"$40,000 - $50,000 a year"
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Junior Analyst / Junior Technical Analyst,Lens10,,Lens10 is currently experiencing rapid growth and are looking for multiple graduates to join us as Junior Analysts and Technical Analysts from June 2019....,
Customer Insights Analyst,1Cover Pty Ltd,,"Customer Insights Analyst. As a Customer Insights Analyst, you will be in a key analytical role bridging the data, marketing, executive and customer teams....",
Quality Test Analyst,Computershare,,"Defining and managing test data as required. Liaising with business analysts, programmers and other relevant stakeholders....",
Data Analyst,PMWorks,,"My client, a government organisation are looking for an experienced Data Analyst to join their team. Providing data analysis and recommendations....",
Senior Data Centre Infrastructure Analyst,Macquarie Group Limited,,In the role of a Data Centre (DC) Infrastructure Analyst you will be part of the Global Data Center Management team whose responsibility is the provision of...,
HR Systems & Data Analyst,Study Group,,"We are looking for a highly efficient HR Systems & Data Analyst who will be responsible for monitoring our people data and all Human Resources systems globally,...",
Data Analyst - R/SAS - Campaigns - International Brand!,AUREC,,+2 years working as a Campaign Analyst / Insights Analyst / Modellor. This is a fantastic opportunity for a Data Analyst to join work on one of the largest...,$400 a day
Data Analyst,Talenza,,"Data Analyst (Contract 6-12 months, 600 - 700 p.d). Proven working experience as a data analyst in large data focused projects involving operational and...",
"Procurement Analyst, Analytics - NSW Procurement",Government and Corporate Services,,"Procurement Analyst, Analytics - NSW Procurement. Big data context (100+ agencies, 50 million+ transactions, multiple datasets and dimensions)....",
2019/20 IT Analyst Graduates,Reserve Bank of Australia,,"The RBA Business Intelligence platform, holding data to inform economic analysis; 2020 Graduate Development Program at the RBA in Information Technology....",
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Inventory Analyst,people2people,Fairfield NSW,Attention to detail to allow for simplistic data presentations. Tracking reports and extracting data to have visability on product shelf life and stock levels...,"$40,000 - $50,000 a year"
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Risk Analyst,Bupa,Sydney NSW,"Strong analytical skills to convert risk and incident data into meaningful management information; Working with the Compliance team and Risk Business Partner,...",
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Data Analyst | 12-Month Cnntract,Hudson,,As a Data Analyst you will:. Perform data cleansing and manipulation. Perform deep dives and investigations as you will manage large amounts of data....,$900 a week
Credit Analyst Students,TAFE Commission,,Credit Analyst Students. Outline your experience in working with large sets of data and different categories of customers. Financial Control & Treasury....,
INFORMATION ACCESS ANALYST,City of Sydney,,DATA & INFORMATION MANAGEMENT. Build the City’s open data function. Knowledge and demonstrated experience in the field of open data....,"$104,985 - $119,314 a year"
Data Analyst,Clicks IT Recruitment,,"Data Analyst/Report Analyst. Immediate opportunity for a Data Analyst with strong excel report writing, data manipulation and extraction experience....",
Data Scientist,Australian Securities Exchange (ASX),," Gained a good level of knowledge and experience in data structures, data mining, data transformation and. Theoretical Data Science (e.g....",
Allocation Analyst - Millers,Noni B Group,,"Inputting, updating and cross-checking data in Excel. Ensure systems integrity through information management and data reporting....",
Data Scientist (Maintenance Support),UGL Limited,,Analyse data environment and develop a three-year data growth plan. Data Scientist (Maintenance Support)-235255....,
Customer Research Analyst,Atlassian,,"Atlassian has an analytics DNA that runs deep through the company's core, giving us robust data to test our hypotheses;...",
Data Analyst - Funds Administration,Perigon Group,,"We require a talented Data Analyst, with exposure across funds administration business model, to join a top tier investment bank in supporting their Year End...",
Data Scientist,Freshwater Group,,"Manage data sets. The Data Scientist will:. Strong data analysis and algorithm development skills are necessary for this role, with expertise in R and Python....",
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Inventory Analyst,people2people,Fairfield NSW,Attention to detail to allow for simplistic data presentations. Tracking reports and extracting data to have visability on product shelf life and stock levels...,"$40,000 - $50,000 a year"
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Inventory Analyst,people2people,Fairfield NSW,Attention to detail to allow for simplistic data presentations. Tracking reports and extracting data to have visability on product shelf life and stock levels...,"$40,000 - $50,000 a year"
CRM Analyst,Konekt,,Ensures that the data in CRM is correct. Provides support and training for staff in data entry and basic management....,
Data Analyst,Talenza,,"Data Analyst (Contract 6-12 months, 600 - 700 p.d). Proven working experience as a data analyst in large data focused projects involving operational and...",
Researcher and Data Analyst,HAYS,,Researcher and Data Analyst role available in Sydney’s CBD with a state government department for 3 months....,$50 - $60 an hour
Data Scientist,Cover Genius,,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Customer Facing Data Scientist,DataRobot,,"Enabling customers to solve complex data science problems using DataRobot - including problem framing, data preparation, model building, model deployment, model...",
Customer Research Analyst,Atlassian,,"Atlassian has an analytics DNA that runs deep through the company's core, giving us robust data to test our hypotheses;...",
Data Analyst - Funds Administration,Perigon Group,,"We require a talented Data Analyst, with exposure across funds administration business model, to join a top tier investment bank in supporting their Year End...",
Data Analyst,PMWorks,,"My client, a government organisation are looking for an experienced Data Analyst to join their team. Providing data analysis and recommendations....",
ATO Reporting Analyst,Link Group,,"Since our inception, Link Group has been entrusted by clients to handle sensitive data in a secure and confidential manner....",
Process Analyst - Supply Chain,Amzn Commercial Srvcs Pty Ltd,,Ability to analyze data and metrics. The successful Operations Specialist will be responsible for utilizing his/her skills to provide assistance to Sellers and...,
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
