title,company,location,summary,salary
Senior Consultant - Data Analyst / Engineer / Scientist,EY,melbourne,We are looking for Data Analysts / Data Engineers / Data Scientists with strong business acumen and documentation skills....,
Intermediate Data Scientist,Talentpool Recruitment,melbourne,2-3 years experience building and implementing data products which allow greater visibility on how data affects the overall business success....,
Data CoE Expressions of Interest,Optus,sydney,"In this newly created team, our Data Centre of Excellence (COE) is searching for talented, creative people and people leaders with skills and proven experience...",
Digital Data Quality Officer,Domain Group,sydney,"Have the opportunity to work with a highly talented, motivated and fun data engineering / data scientist team....",
Data Scientist,Freshwater Group,sydney,The Data Scientist will:. Manage data sets. A Data Scientist is required for a wholesale electricity retailer that connects its customers to the wholesale...,
Data Scientist - Australian Market Leader,Datasii,sydney,"Due to continued growth in the Data Science team, an opportunity has arisen for an experienced Data Scientist to join this data science centre of excellence....","$120,000 - $135,000 a year"
Data Scientist,Munich Re,sydney,"Data Analytics and Modelling. Identifies what data, both internally and externally, are available and relevant, as well as leveraging new data collection...",
Data Scientist – Artificial Intelligence Engineer,IBM,sydney,"The elite team of data scientist will work with other IBMers and client data science teams to solve problems in banking, insurance, health care, manufacturing,...",
Business Intelligence Analyst/Data Scientist Graduate (Full...,Cisco Careers,sydney,Graduate Business Intelligence Analyst / Data Scientist. Contribute to key business decisions by providing data-driven insights derived from complex data...,
Data Scientist/ Engineer,Quantexa,sydney,"Work very closely with data scientists to ensure efficient and effective delivery of solutions; Proven big data experience, either from an implementation or a...","$71,000 - $94,000 a year"
Data Scientist,C3,sydney,"Collaborating with data and subject matter experts from C3 and its customer teams to seek, understand, validate, interpret, and correctly use new data elements....",
Data Scientist - Leading Health/MedTech,Datasii,sydney,Extensive experience as a Data Scientist or Data Analyst in a commercial analytics environment. Commercial Data Science:....,"$120,000 - $140,000 a year"
Senior Data Scientist,AWS Australia Pty Ltd,sydney,"AWS is looking for a Senior Data Scientist in the Asia-Pacific Region, who will be the Lead Subject Matter Expert (SME) for helping customers design machine...",
Data Scientist,Macquarie Group,sydney,5 + years' experience of building models and deriving insights in a position as an Analyst or a Data Scientist....,
Machine learning software developer,AInsoff,sydney,"Building end to end machine learning systems on large scale clinical data. Our goal is to combine the best of data science, machine learning and clinical...","$100,000 - $200,000 a year"
Data Scientist,Cover Genius,sydney,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Data Scientist,THE ICONIC,sydney,"We are looking for an experienced Data Scientist to work across several business areas including Recommendations, Customer Profiling, Forecasting and...",
NSW Government Data Analytics,KPMG,sydney,"Data Scientist / Engineer / Analyst /Information Management. Define and deliver enterprise information management frameworks that address data lineage, data...",
Data Scientist (Computer Vision & Deep Learning Specialist),Nearmap,sydney,"You will work within a team of data scientists, statisticians and engineers. Experience with Keras, Tensorflow, 2D, multi-view and 3D data are highly valued....",
Data Scientist,Sirius People,sydney,Creating predictive models on large amounts of data. My client is seeking a personable data savvy professional to engage with the business and deliver on...,
Quantitative Data Analyst,Lendi,sydney,Using a commercial focus to turn data trends into actionable insights. Please accompany your application with a personalized cover letter addressed to the Head...,
Data & Analytics,KPMG,sydney,"Defining data strategy & governance frameworks, data lifecycle management, business & technical operating models for data management, risk/opportunity...",
Senior Data Scientist / Machine Learning Engineer,Intellify,sydney,Being a senior data scientist at Intellify you are charged with both being a mentor and learning from fellow specialist data scientists in an ever evolving and...,"$120,000 - $160,000 a year"
Data Scientist - Small Consultancy - $120K - $180K + Super,Hyre Pty Ltd,sydney,An opportunity exists for a Data Scientist / Research scientist to join the team. You will be working with large sets of legacy data....,"$120,000 - $180,000 a year"
Lead Data Scientist,BCG Digital Ventures,sydney,"As a Lead Data Scientist, you will:. As a Lead Data Scientist, you will need:. Work closely with cross-functional teams of data scientists, product managers,...",
Lead Data Scientist,KPMG,sydney,"As a Data Scientist in our team, you will:. As a Data Scientist, you will work with a group of professionals in the form of strategists, statisticians,...",
Lead Data Scientist in Sydney,Metigy,sydney,"What Data Scientist are you? Data Science in Sydney, Australia. Experience working with and creating data architectures....",
Data Scientist,Paxus,sydney,"Lead the back-end integration of data and systems, and contribute to the design, development and implementation of data models....",
Senior Data Scientist,NRMA Motoring & Services,sydney,"Develop and strengthen a team of data science professionals covering a range of disciplines including machine learning, data engineering, data modelling,...",
Data Engineer,Westpac Group,sydney,"Work closely with data scientists and analysts within BPA to implement complex big data projects with a focus on collecting, parsing and managing large sets of...",
Applied Data Science Associate,DataRobot,sydney,"Following the successful completion of this project, you will be promoted to Applied Data Scientist and work as a member of our Customer Facing Data Scientist...",
Data Scientist,Morgan McKinley,sydney,This role is an excellent opportunity for an up and coming data scientist to apply their passion in a commercial environment....,"$100,000 - $120,000 a year"
"Consumer Research & Data Analyst, Sydney",Mintel Group,sydney,Research and data consultancy:. Do you enjoy working with data? High attention to detail with a focus on ensuring quality data....,
Data Integration Developer (ETL) - $700 p/d,Total Resource Solutions,sydney,Data Integration Developer (ETL) - $700 p/d. TRS are currently seeking a Data Scientist to join a NSW Government department on a contract basis in Sydney CBD....,$700 a week
Data Analyst/Scientist,AustCorp Executive,sydney,A Data Analyst or Junior Data Scientist that will be helping clients across various industries. AustCorp Executive are searching for a Data Analyst or Junior...,
Data Scientist & Reporting Manager (Marketing),Deloitte,sydney,Have strong demonstrated advanced analytical and data interpretation skills.Have the ability to prepare and analyse a wide range of data and reporting outputs...,
Data Scientist,Robert Walters,sydney,"As a Data Scientist, you will be responsible for integrating disparate sources of data and analytics and transform available information streams into a linked...",
Instructor - Part Time Data Science,General Assembly,sydney,"Data visualization techniques; In this 10-week, students learn the basis of Data Science with Python, and explore the power of applying data science algorithms...",
"Statistician Data Scientist, Analytics, Machine Learning - D...",Infinity Pro,sydney,Commercial Experience as a Data Scientist / Insight Analytics Consultant; You will come from a strong data analytics / data science background with technical...,
Data Scientist,Greythorn Specialist Technology Recruitment,sydney,Data & Analytics. Passionate about data and data-driven insights. Significant knowledge of data modelling and understanding of different data structures and...,
Data Scientist - Customer Analytics in Financial Services!,Talent Insights Group,sydney,"A data scientist with strong hands-on SQL experience and the ability to build and automate data pipelines/ETL into data marts, etc.)....",
Data Scientist,Bluefin Resources,sydney,"Leverage new open data sources and extract further value from existing company data. Reporting to the Senior Analytics Manager, you will be an Analytics expert...",
"Consumer Research & Data Analyst, Sydney",Mintel,sydney,Research and data consultancy:. Do you enjoy working with data? High attention to detail with a focus on ensuring quality data....,
GHD Digital - Asset Data Scientist – SYDNEY / MELB / BRIS /...,GHD,sydney,"GHD Digital - Asset Data Scientist – SYDNEY / MELB / BRIS / PERTH / CANBERRA - SYD01603. Reporting to the Practice Director, Data & Analytics, the Data...",
Data Scientist,Ethos BeathChapman,sydney,"In this technical role, you will be managing data from multiple sources, developing algorithms, modelling and visualising data....",
Data Engineer,THE ICONIC,sydney,"We are looking for an experienced Data Scientist to work across several business areas including Recommendations, Customer Profiling, Forecasting and...",
Data Scientist - Higher Education,Hudson,sydney,2 x Data Scientist Positions Open. My client is setting up the data science function inside the analytics team and requires 2 strong data scientists....,$110 - $120 a day
Data Engineer,Australian Broadcasting Corporation (ABC),sydney,"Implement statistic models provided by data scientist in automatic process of data transformation that produces insights, predictions or applications feeds....","$120,000 a year"
Technical Officer - Data Management Support,AECOM,sydney,A rewarding opportunity exists for an experienced Data Scientist as a self-starting Technical Officer - Data Management Support in our Geosciences and...,
Data Scientist/Analyst – SAS,Adaps,sydney,"As a Data Scientist you will design data stores, and build advanced data models to solve complex problems and generate sophisticated insights....",
Data Engineer,Metigy,sydney,"You’ve worked for over 5+ years as data engineer working in Data Warehousing, Business Intelligence and Big Data processing....",
Data Administrator / Data Engineer,Pinpoint Talent,sydney,"Assisting the Data Scientist(s) and Business Analysts with the execution of data exploration, data modelling and data visualisation you'll have the opportunity...","$80,000 a year"
Data Engineer,VGW,sydney,"As an engineer in the Data & Analytics team, you'll work closely with our analysts and data scientists to spec, build and operate our new cutting edge data...",
Data Scientist - Pricing,Morgan McKinley,sydney,Providing data insights to support decision making. This organisation is looking for an experienced pricing data scientist to support its risk management...,
Data Scientist,Hudson,sydney,An excellent opportunity has aroused for Data Scientist. Extensive data mining. End to end data science function....,
Data Scientist,Finite IT,sydney,"At least 2-3 years as Data Scientist. Looking to fix data quality problems and data governance. Our client, a large Sydney based telecommunications organisation...",
Big Data Engineer,Quantium,sydney,Quantium Big Data Engineer. We’re looking for Big Data technologists:. A solid foundation in functional and object-oriented programming with data structures....,
Data Engineer,Deputy,sydney,"As an experienced Data Engineer you will support our software developers, database architects, data analysts and data scientists on data initiatives and will...",
Data Science Lead,THE ICONIC,sydney,"We are looking for an experienced Data Scientist to work across several business areas including Recommendations, Customer Profiling, Forecasting and...",
Data Scientist - Big Organization,Michael Page,sydney,Extract data from databases and data warehouses. A strong statistical modelling background and ability to synthesise big data....,
Data Scientist (Quantitative Analyst),Hays Onsite at Toyota,sydney,"Our Data Science team within the Risk department located in Head Office, St Leonards, is currently seeking to appoint a Data Scientist on a permanent full time...",
Data Scientist with Consultancy Experience,360HR,sydney,"Data Scientist with Consultancy Experience. Love to get dirty with data and not afraid of data discovery. In this role, you will be managing data from multiple...",
Data Scientist,Hays Onsite at Toyota,sydney,"Our Data Science team within the Risk department located in Head Office, St Leonards, is currently seeking to appoint a Data Scientist on a permanent full time...",
Big Data Engineer,Australian Securities Exchange (ASX),sydney," Integrate with the broader ASX product development team consisting of Data Stewards, Data Scientists.  Build the data models and analytics-ready datasets to...",
Senior Data Scientist,S2P,sydney,The role of a Senior Data Scientist at this company will involve leading a data driven project centred around customer insights and analytics....,
Data Engineer,hipages,sydney,"You will work closely with our data architect, data scientists, data analysts as well as key business stakeholders to devising strategies, prioritise, and...",
Data Engineer,Boral Industries,sydney,"Work with data scientists to engineer innovative, high impact data products for Boral. Exposure to a wide variety of data sources, ranging from customer data to...",
Senior Data Scientist,Morgan McKinley,sydney,"My client, a well-established Australian Health organisation is looking for an experienced Data Scientist to join their analytics team....","$120,000 - $160,000 a year"
Senior Data Science Consultant,Quantium,sydney,"You will have the opportunity to collaborate and learn from our team of experts that spans data scientists, actuaries, statisticians, business analysts,...",
Junior Quantitative Researcher - Machine Learning,Akuna Capital,sydney,"Akuna Capital is a young and booming trading firm with a strong focus on collaboration, cutting-edge technology, data driven solutions and automation....",
Data Scientist- Credit Risk Projects,Talent Insights Group,sydney,"Being able to analyse data, generate insights, communicate findings. As a Risk Analyst you will delve directly into data to gain meaningful insights into their...","$120,000 - $130,000 a year"
"Strategic Cloud Engineer, Machine Learning or Big Data, Clou...",Google,sydney,"Experience working with recommendation engines, data pipelines, or distributed Machine Learning and experience with data analytics and data visualization...",
Credit Risk Analytics- Data Scientist,Progressive Recruitment,sydney,The Data Scientist will be comfortable preparing big data infrastructure to be analysed by Data Scientists....,$400 - $500 a day
Senior Data Science (Loyalty) :: $170K + Super + Bonus :: Sy...,Correlate Resources,sydney,Senior Data Scientist (Loyalty) ::. One of Australia’s most iconic brands are looking to hire a Senior Data Scientist to work on their loyalty programmes....,"$170,000 a year"
Principal Data Scientist - Pricing & Economic Capital Models,Hays Onsite at Toyota,sydney,"Your main accountabilities as the Principal Data Scientist – Pricing & Economic Capital Models will include:. Reporting to the Head of Data Science, you will be...",
Data Analyst - Research,ARG Workforce,sydney,Support the data analyst and economic statistical team. Compiling data sets for a whole range of integrators. Karlka Recruiting Group has partnered with a State...,
Data Analyst,ANZ Banking Group,sydney,"Data Analyst - Campaign Developer. The role will be based within one of the EDB squads, made up of a mix of Journey Experts, Data Scientists and Data Analysts....",
Data Specialist and Scientist,Deakin University,sydney,This role requires an experienced Data Specialist with sound knowledge working on the statistical data and involve in maintaining high standard of data record...,
Data Analyst,Metricon,sydney,Solid experience within a data/business analyst role; Advance Excel and VBA skills with proven experience in creating reports and data manipulation;...,
Data Analyst,Hendry Group Pty Ltd,sydney,Have experience in building scalable data model and schema design (both relational and non-relational data). Have experience working with different formats of...,
OR&C Data Analyst,ANZ Banking Group,sydney,The OR&C Senior Data Analyst will be part of the Analytics and Validation Portfolio supporting analytical capabilities with Group Compliance function....,
Data Analyst,Viva Energy,sydney,"You will build trust in the data through accurate, clean data and reporting and contribute to quality improvement and data integrity....",
Data Analyst - Business Intelligence,Epworth Healthcare,sydney,"Epworth HealthCare is seeking a Data Analyst, who will support the analytics team and business users to improve data management practices across the...",
Data Processing Analyst (As per award),Victorian Government,sydney,"The role of Data Processing Analyst will be largely focused on. Maintain data standards, including adherence to the Data Protection Act....",
Data & Reporting Analyst,Viva Energy,sydney,"In this opportunity of Data and Reporting Analyst, you will be responsible in provide configuration, technical and administration support for our reporting and...",
Reporting and Data Analyst,Bunzl,sydney,The role will also be responsible for analysis of data and identifying trends. Bunzl Australasia is a leader in the marketing and distribution of a diverse...,
Data Processing Analyst,Greyhound Racing Victoria,sydney,"The role of Data Processing Analyst will be largely focused on. Maintain data standards, including adherence to the Data Protection Act....",
"Analyst, Data Science",NAB - National Australia Bank,sydney,"Data wrangling and exploration experience. Reporting to the Data Science Manager, our analyst Data Scientists will support the development of the analytics...",
Data Analyst,Servian,sydney,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. As a Data Warehouse and BI generalist you will bring end to...",
Data Analyst,Department of Justice and Community Safety,sydney,We are seeking a Data Analyst to work in the Information and Communication Technology team to lead the provision of data management services....,
Finance Data & Forecasting Analyst,Fonterra,sydney,Finance Data & Forecasting Analyst. Turn insights into action through your skill and passion for data management....,
Junior or Mid Data Scientist,PlaySide Studios,sydney,Ability to RAW data export analytics data and import into our databases to provide easy to read data for the team. Junior or Mid Data Scientist....,
Data Scientist,David Jones,sydney,"Have demonstrated experience with big data and big data architecture (Map reduce, Hive, Pig, Spark). Possess experience in identifying new uses for data and its...",
BI & Data Analyst (Microstrategy),Fortune Select,sydney,"Test reports for data accuracy and conduct root cause analysis and remediation of issues. Design and develop MicroStrategy dashboards, reports and solutions...",
Data Analyst – Insights,TQSolutions,sydney,Data Analyst – Insights. Data Analyst – Insights via Pro Bono Australia. Experience with data visualisation tools such as Tableau/PowerBI....,
Data Scientist,Solve Geosolutions,sydney,We develop bespoke software and data insight visualisations.*. Previous experience working with remote sensing or satellite data;...,"$80,000 - $120,000 a year"
Data Analyst / Business Analyst / Data Visualisation - Melbo...,Ernst & Young OM,sydney,"You will be involved a variety of activities such as gathering technical requirements, data analysis, data profiling, ETL, data modelling, data visualisation or...",
Lead Data Security Analyst,SutterHill Technologies,sydney,Implement Data classification. Implement Microfocus/Varonis data discovery tools. Implementation experience in Data classification activities....,$800 a day
"Senior Data Analyst, Health System Reporting (VPSG5)",Victorian Government,sydney,Senior Data Analyst. An experienced data analyst with excellent technical skills. The Senior Data Analyst is responsible for designing and delivering data...,"$96,942 - $117,293 a year"
Business Analyst - Superannuation + Data Mapping - $850 - Im...,FourQuarters,sydney,Business Analyst - Superannuation + Data Mapping - $850 - Immediate start. Strong Data Mapping experience. Mapping and migrating data from a variety of sources....,$850 a week
Big Data Analyst,Bond Executive,sydney,Data visualisation & dashboard reporting. An exceptional opportunity to join a global strategy house that are growing nationally and continue to win admiration...,
BI & Data Integration Technology Analyst,Gallagher,sydney,"Data modelling – SSAS. We are seeking a BI and Data Integration Analyst to develop and maintain reporting, budget and analysis solutions for the Gallagher...",
HR/Payroll Data Analyst,Speller International,sydney,"HR/Payroll Data Analyst. Prior experience working with HR and Payroll data. 5+ years experience as a HR Administrator, Generalist or Analyst....",
Data Analyst,Rusher Rogers,sydney,Our client requires experienced Data Analyst assignment to clean and analyse data sets (Satisfaction Survey) and then generate a series of reports....,
Senior Data Analyst,Department of Health and Human Services,sydney,Senior Data Analyst. The Senior Data Analyst collaborates with internal and external stakeholders to help ensure that fit for purpose data is transmitted to the...,
Big Data Test Analyst,AUREC,sydney,Big Data Test Analyst / End User / Melbourne. Business Intelligence / ETL / Data Warehouse / BI / Big Data / Test Analyst / Melbourne / End User / VIC /...,
Data Scientist,Teradata,sydney,Data ScientistThe Data Scientist gathers intelligence from the massive streams of data that clients gather each day. Data can originate anywhere;...,
Data Scientist,Culture Amp,sydney,"Your primary role will be to gather, analyse and visualise our benchmark data to transform data into insights for our customers....",
Marketing Data Scientist,Monash University,sydney,Marketing Data Scientist. The Marketing Data Scientist is a highly cross-functional role within the Strategic Marketing and Communications Division dedicated to...,"$98,155 - $108,345 a year"
Data Scientist,Omnicom Media Group,sydney,"As the Data Scientist, you'll play a critical role in helping clients across multiple industries make data driven marketing decisions....",
"Data Analyst, Energy Markets",D'Arcy Weil,sydney,"Building data validation and reconciliation models to ensure correct data is used for accruals, month-end and regulatory reporting;...",
Data Scientist,Tigerspike,sydney,"Experience in architecting Data Lakes, Data Warehouses, or other “Big Data” solutions. Skills in visualising data of various forms including structured,...",
Senior Product Data Analyst,Xero,sydney,So for you to be successful as Xero’s next Senior Product Data Analyst you'll ideally have some experience in:....,
"Senior Data Analyst, Health System Reporting",Victorian Agency for Health Information,sydney,Senior Data Analyst. An experienced data analyst with excellent technical skills. The Senior Data Analyst is responsible for designing and delivering data...,
Data Insights Analyst,Ensure Recruitment,sydney,We are currently looking for an experienced Data Insights Analyst to join a newly-formed team based in Melbourne CBD....,
Data Analyst,Aurec Human Capital Group,sydney,"Data Analyst - Eastern Suburbs. As the Data Analyst you will undertake and guide on the data migration project, interpret and analyse data, provide advice on...",
Data Scientist – Artificial Intelligence Engineer,IBM,sydney,"Assemble large, complex data sets. We are in a data science renaissance. Design optimal ETL infrastructures from variety of data sources....",
Data Analyst,Aurec,sydney,"Data Analyst - Eastern Suburbs. As the Data Analyst you will undertake and guide on the data migration project, interpret and analyse data, provide advice on...",
Data Scientist - Solution 49x,KPMG,sydney,"As a Data Scientist in our team, you will:. Deploy numerical techniques and algorithms to learn patterns and extract answers from data....",
