title,company,location,summary,salary
Insights Analyst,L'Oréal,,"Previous knowledge and experience using IRI or Nielsen Scan data, as well as Shopper Panel data (retailer loyalty card data and/or Household Shopper Panels)...",
Associate Intelligence Analyst,Environment Protection Authority,,"Associate Intelligence Analyst. Demonstrated ability to collect, analyse and interpret complex data. Assisting in the processing and analysis of new information...",
Data Scientist,Solve Geosolutions,,We develop bespoke software and data insight visualisations.*. Previous experience working with remote sensing or satellite data;...,"$80,000 - $120,000 a year"
Trading Analyst Support,Ozwide Group,,Liaise closely with Trading Director to analyse data and improve reporting where required. Provide feedback around reports with potential improvements and key...,"$40,000 a year"
Lead Data Security Analyst,SutterHill Technologies,,Implement Data classification. Implement Microfocus/Varonis data discovery tools. Implementation experience in Data classification activities....,$800 a day
Reporting Analyst,Nine Entertainment,,Ongoing analysis of data and distribution of custom reporting data to provide insight and guidance to support the Network’s commercial trading policies....,
Junior QA Analyst,Mediaocean,,Create test data as required. Mediaocean is seeking a Quality Assurance Analyst to join our team in Melbourne....,
"Analyst, Data Science",NAB - National Australia Bank,Melbourne VIC,"Data wrangling and exploration experience. Reporting to the Data Science Manager, our analyst Data Scientists will support the development of the analytics...",
Data & Reporting Analyst,Viva Energy,Melbourne VIC,"In this opportunity of Data and Reporting Analyst, you will be responsible in provide configuration, technical and administration support for our reporting and...",
OR&C Data Analyst,ANZ Banking Group,Melbourne VIC,The OR&C Senior Data Analyst will be part of the Analytics and Validation Portfolio supporting analytical capabilities with Group Compliance function....,
Data & Reporting Analyst,Viva Energy,Melbourne VIC,"In this opportunity of Data and Reporting Analyst, you will be responsible in provide configuration, technical and administration support for our reporting and...",
Data Analyst,Viva Energy,Melbourne VIC,"You will build trust in the data through accurate, clean data and reporting and contribute to quality improvement and data integrity....",
Data Analyst,Servian,Melbourne VIC,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. As a Data Warehouse and BI generalist you will bring end to...",
OR&C Data Analyst,ANZ Banking Group,Melbourne VIC,The OR&C Senior Data Analyst will be part of the Analytics and Validation Portfolio supporting analytical capabilities with Group Compliance function....,
Data Analyst,ANZ Banking Group,Melbourne VIC,"Data Analyst - Campaign Developer. The role will be based within one of the EDB squads, made up of a mix of Journey Experts, Data Scientists and Data Analysts....",
"Analyst, Data Science",NAB - National Australia Bank,Melbourne VIC,"Data wrangling and exploration experience. Reporting to the Data Science Manager, our analyst Data Scientists will support the development of the analytics...",
"Senior Data Analyst, Health System Reporting (VPSG5)",Victorian Government,,Senior Data Analyst. An experienced data analyst with excellent technical skills. The Senior Data Analyst is responsible for designing and delivering data...,"$96,942 - $117,293 a year"
Lead Data Security Analyst,SutterHill Technologies,,Implement Data classification. Implement Microfocus/Varonis data discovery tools. Implementation experience in Data classification activities....,$800 a day
Reporting Analyst,Gallagher,,To be successful in this role you will be someone that loves working with data and driving decisions on data analysis....,
Table Games Analyst,Crown Melbourne Limited,,"Table Games Analyst. What we look for our Analysts:. Ability to extract, interpret and analyse raw data. The analyst will be accountable for the application of...",
QC Immunology Analyst,CSL Behring,,Documentation and computer data entry of quality control testing results. As a QC Immunology Analyst you will undertake the following including but not limited...,
Research & Inquiries Analyst (PoV4),Victorian Government,,Research & Inquiries Analyst. 22/02/2019 (Midnight) 8 days remaining....,"$84,019 - $95,329 a year"
QC Immunology Analyst,Seqirus A CSL Company,,Documentation and computer data entry of quality control testing results. As a QC Immunology Analyst you will undertake the following including but not limited...,
Business Intelligence Reporting Analyst,Victorian Government,,Monitoring data quality and integrity. Previous experience in data warehousing environments/projects. A strong understanding of business intelligence and data...,
Junior QA Analyst,Mediaocean,,Create test data as required. Mediaocean is seeking a Quality Assurance Analyst to join our team in Melbourne....,
Business Analyst (VPSG4),Victorian Government,,"Working in the Strategy & Planning area of Corporate Services at SV, the Business Analyst will focus on data analysis, reporting and project control to enable...","$84,019 - $95,329 a year"
OR&C Data Analyst,ANZ Banking Group,Melbourne VIC,The OR&C Senior Data Analyst will be part of the Analytics and Validation Portfolio supporting analytical capabilities with Group Compliance function....,
OHS Analyst,Victorian Government,,Proven experience in OHS data analysis/reporting. Strengthen Monash Health’s OHS capability with innovative data analysis....,
Market Research Analyst,Attra,,"Working knowledge of data warehousing, modelling and mining. Devise and evaluate methods and procedures for collecting data....",
Business Analyst - Superannuation + Data Mapping - $850 - Im...,FourQuarters,,Business Analyst - Superannuation + Data Mapping - $850 - Immediate start. Strong Data Mapping experience. Mapping and migrating data from a variety of sources....,$850 a week
Big Data Analyst,Bond Executive,,Data visualisation & dashboard reporting. An exceptional opportunity to join a global strategy house that are growing nationally and continue to win admiration...,
Transport planner and analyst,Institute for Sensible Transport,,"You will have skills in data analysis, strategic thinking on transport and the future of cities, excellent personal communication skills and an ability to work...",$26 - $40 an hour
BI & Data Integration Technology Analyst,Gallagher,,"Data modelling – SSAS. We are seeking a BI and Data Integration Analyst to develop and maintain reporting, budget and analysis solutions for the Gallagher...",
HR/Payroll Data Analyst,Speller International,,"HR/Payroll Data Analyst. Prior experience working with HR and Payroll data. 5+ years experience as a HR Administrator, Generalist or Analyst....",
Research & Inquiries Analyst,Parliament of Victoria,,Research & Inquiries Analyst. Department of Parliamentary Services....,"$84,019 a year"
Data Analyst,Rusher Rogers,,Our client requires experienced Data Analyst assignment to clean and analyse data sets (Satisfaction Survey) and then generate a series of reports....,
Reporting Analyst,David Jones,,We are currently seeking a Reporting Analyst to join our Insights and Analytics team. Assist with quality assurance processes and have responsibility for data...,
Data Analyst,ANZ Banking Group,Melbourne VIC,"Data Analyst - Campaign Developer. The role will be based within one of the EDB squads, made up of a mix of Journey Experts, Data Scientists and Data Analysts....",
"Analyst, Data Science",NAB - National Australia Bank,Melbourne VIC,"Data wrangling and exploration experience. Reporting to the Data Science Manager, our analyst Data Scientists will support the development of the analytics...",
Data Analyst,Viva Energy,Melbourne VIC,"You will build trust in the data through accurate, clean data and reporting and contribute to quality improvement and data integrity....",
Data Analyst,Servian,Melbourne VIC,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. As a Data Warehouse and BI generalist you will bring end to...",
Data & Reporting Analyst,Viva Energy,Melbourne VIC,"In this opportunity of Data and Reporting Analyst, you will be responsible in provide configuration, technical and administration support for our reporting and...",
Data Analyst,ANZ Banking Group,Melbourne VIC,"Data Analyst - Campaign Developer. The role will be based within one of the EDB squads, made up of a mix of Journey Experts, Data Scientists and Data Analysts....",
Data Specialist and Scientist,Deakin University,Melbourne VIC,This role requires an experienced Data Specialist with sound knowledge working on the statistical data and involve in maintaining high standard of data record...,
Systems Analyst,ANZ Banking Group,Melbourne VIC,"Internally, this role is referred to as an Analyst. As a Systems Analyst it is expected that you will be a go-to person within the squad....",
Systems Analyst,Victoria Police,,"Demonstrated experience in data quality management techniques, including the ability to conduct audits, research, identify and resolve data integrity issues....","$96,942 - $117,293 a year"
Market Research Analyst,Attra,,"Working knowledge of data warehousing, modelling and mining. Devise and evaluate methods and procedures for collecting data....",
Research & Inquiries Analyst,Parliament of Victoria,,Research & Inquiries Analyst. Department of Parliamentary Services....,"$84,019 a year"
Senior Data Analyst,Department of Health and Human Services,,Senior Data Analyst. The Senior Data Analyst collaborates with internal and external stakeholders to help ensure that fit for purpose data is transmitted to the...,
Risk Analyst,Sportsbet.com.au,,"Answer data integrity emails from Racing Bodies, integrity units and police forces when required. Risk & Trading....",
Big Data Test Analyst,AUREC,,Big Data Test Analyst / End User / Melbourne. Business Intelligence / ETL / Data Warehouse / BI / Big Data / Test Analyst / Melbourne / End User / VIC /...,
Data Scientist,Teradata,,Data ScientistThe Data Scientist gathers intelligence from the massive streams of data that clients gather each day. Data can originate anywhere;...,
ANALYST - ENERGY INVESTMENT TEAM - OCTOPUS AUSTRALIA,Octopus,,"Maintaining and enhancing the quality and integrity of data captured and reported, to investors as well as Octopus head office team in London....",
Data Scientist,Culture Amp,,"Your primary role will be to gather, analyse and visualise our benchmark data to transform data into insights for our customers....",
Data Analyst,Rusher Rogers,,Our client requires experienced Data Analyst assignment to clean and analyse data sets (Satisfaction Survey) and then generate a series of reports....,
Analyst - Enterprise Risk Tech Area - x2 Opportunities,ANZ Banking Group,Melbourne VIC,Experience in data models and reporting packages like IBM Cognos. Analyst – Enterprise Risk Tech Area – x2 Opportunities....,
"Analyst, Data Science",NAB - National Australia Bank,Melbourne VIC,"Data wrangling and exploration experience. Reporting to the Data Science Manager, our analyst Data Scientists will support the development of the analytics...",
OR&C Data Analyst,ANZ Banking Group,Melbourne VIC,The OR&C Senior Data Analyst will be part of the Analytics and Validation Portfolio supporting analytical capabilities with Group Compliance function....,
Analyst - Enterprise Risk Tech Area - x2 Opportunities,ANZ Banking Group,Melbourne VIC,Experience in data models and reporting packages like IBM Cognos. Analyst – Enterprise Risk Tech Area – x2 Opportunities....,
Insights Analyst,L'Oreal USA,,"Previous knowledge and experience using IRI or Nielsen Scan data, as well as Shopper Panel data (retailer loyalty card data and/or Household Shopper Panels)...",
Deloitte Access Economics - Policy Analyst (disability & inc...,Deloitte,,"We are seeking to recruit a talented policy analyst to join the team in our Melbourne office, to contribute to our growing work in the area of inclusive...",
VOC - Customer Interactions Analyst,Foxtel,,2 + years’ experience with data analysis and insights. Design and develop insight reporting operating rhythm to provide actionable data to internal stakeholder...,
Reporting Analyst,nbn™,,In your new role as Reporting Analyst you will support the delivery of the objectives through analysis of operational data and providing insights into the...,
BUSINESS ANALYST - BUSINESS PROJECTS,University of Melbourne,,"Strong financial and data modelling skills. The Business Analyst provides a suite of services with a strong focus on investment, data and financial modelling,...","$99,199 - $107,370 a year"
Quality Test Analyst,Computershare,,"Defining and managing test data as required. Liaising with business analysts, programmers and other relevant stakeholders....",
Business Intelligence Reporting Analyst,The Royal Women's Hospital,,Monitoring data quality and integrity. Previous experience in data warehousing environments/projects. A strong understanding of business intelligence and data...,"$95,000 - $100,000 a year"
Marketing Data Scientist,Monash University,,Marketing Data Scientist. The Marketing Data Scientist is a highly cross-functional role within the Strategic Marketing and Communications Division dedicated to...,"$98,155 - $108,345 a year"
Market Research Analyst,Nielsen,,"Analyse in-market data. Review data for errors and inconsistencies. Summarise data for the production of tables, charts, and graphs....",
Commercialisation Analyst,CSIRO,,"Skills, knowledge and understanding of reporting, data modelling & retrieval techniques and business analysis concepts....","$95,000 - $105,000 a year"
"Analyst, Data Science",NAB - National Australia Bank,Melbourne VIC,"Data wrangling and exploration experience. Reporting to the Data Science Manager, our analyst Data Scientists will support the development of the analytics...",
Systems Analyst,ANZ Banking Group,Melbourne VIC,"Internally, this role is referred to as an Analyst. As a Systems Analyst it is expected that you will be a go-to person within the squad....",
OR&C Data Analyst,ANZ Banking Group,Melbourne VIC,The OR&C Senior Data Analyst will be part of the Analytics and Validation Portfolio supporting analytical capabilities with Group Compliance function....,
Data Analyst,ANZ Banking Group,Melbourne VIC,"Data Analyst - Campaign Developer. The role will be based within one of the EDB squads, made up of a mix of Journey Experts, Data Scientists and Data Analysts....",
Data Specialist and Scientist,Deakin University,Melbourne VIC,This role requires an experienced Data Specialist with sound knowledge working on the statistical data and involve in maintaining high standard of data record...,
OR&C Data Analyst,ANZ Banking Group,Melbourne VIC,The OR&C Senior Data Analyst will be part of the Analytics and Validation Portfolio supporting analytical capabilities with Group Compliance function....,
Data Analyst,ANZ Banking Group,Melbourne VIC,"Data Analyst - Campaign Developer. The role will be based within one of the EDB squads, made up of a mix of Journey Experts, Data Scientists and Data Analysts....",
Data Analyst,Servian,Melbourne VIC,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. As a Data Warehouse and BI generalist you will bring end to...",
Data Scientist,Omnicom Media Group,,"As the Data Scientist, you'll play a critical role in helping clients across multiple industries make data driven marketing decisions....",
Rating Analyst,S&P Global,,Analyze data and review documentation for the analytical team. Candidates with less experience will be considered as Ratings Analyst....,
Reporting Analyst,Country Road Group,,We are currently seeking a Reporting Analyst to join our Insights and Analytics team. Assist with quality assurance processes and have responsibility for data...,
"Data Analyst, Energy Markets",D'Arcy Weil,,"Building data validation and reconciliation models to ensure correct data is used for accruals, month-end and regulatory reporting;...",
Data Scientist,Tigerspike,,"Experience in architecting Data Lakes, Data Warehouses, or other “Big Data” solutions. Skills in visualising data of various forms including structured,...",
Service Delivery Reports Analyst - VN232,VIX Technology,,"Ensure that data quality is maintained. This role is expected to develop a data repository from multiple data sources, to enable accurate reports to be...",
Board Certified Behavior Analyst,Comprehensive Early Autism Services,,Board Certified Behavior Analyst (Required). Analyzing data taken by therapy teams and making treatment decisions....,"$85,000 - $90,000 a year"
Insight Analyst,nbn™,,"Competent in data analysis, visualization of data to highlight the problem areas, reporting using both Excel and other BI Tools such as Tableau with...",
BI Analyst,JLL,,"In addition, you will assist with big data clean-up activities in relation to critical data sets e.g. property, finance, energy & asset data....",
"Fraud Analyst, French or Spanish Speaker",Square,,Understand our risk systems and investigate account patterns through data analysis. Square's Risk and Fraud team is seeking a highly motivated Fraud Analyst to...,
"Analyst, Data Science",NAB - National Australia Bank,Melbourne VIC,"Data wrangling and exploration experience. Reporting to the Data Science Manager, our analyst Data Scientists will support the development of the analytics...",
Data Analyst,Viva Energy,Melbourne VIC,"You will build trust in the data through accurate, clean data and reporting and contribute to quality improvement and data integrity....",
OR&C Data Analyst,ANZ Banking Group,Melbourne VIC,The OR&C Senior Data Analyst will be part of the Analytics and Validation Portfolio supporting analytical capabilities with Group Compliance function....,
Data Analyst,ANZ Banking Group,Melbourne VIC,"Data Analyst - Campaign Developer. The role will be based within one of the EDB squads, made up of a mix of Journey Experts, Data Scientists and Data Analysts....",
Systems Analyst,ANZ Banking Group,Melbourne VIC,"Internally, this role is referred to as an Analyst. As a Systems Analyst it is expected that you will be a go-to person within the squad....",
Insight Analyst,nbn™,,"Competent in data analysis, visualization of data to highlight the problem areas, reporting using both Excel and other BI Tools such as Tableau with...",
Data Scientist,Tigerspike,,"Experience in architecting Data Lakes, Data Warehouses, or other “Big Data” solutions. Skills in visualising data of various forms including structured,...",
"IT Support Analyst (EUC & OSX)- Melbourne, CBD ( Casual/ AX_...",Axiom Technologies,,IT Support Analyst (EUC & OSX). Weighs up options using the available data. Seeks out and uses factual data when available....,
International Product Analyst- Australia/New Zealand,Indeed,,"Leverage proprietary software and systems to analyze data and monitor site performance. As the world’s number 1 job site, our mission is to help people get jobs...",
Senior Product Data Analyst,Xero,,So for you to be successful as Xero’s next Senior Product Data Analyst you'll ideally have some experience in:....,
Network Analyst,nbn™,,"You enjoy using data to answer important business questions. Confidence in dealing with an extensive stakeholder group is a key component of the role, along...",
"Senior Data Analyst, Health System Reporting",Victorian Agency for Health Information,,Senior Data Analyst. An experienced data analyst with excellent technical skills. The Senior Data Analyst is responsible for designing and delivering data...,
"Research Assistant, Analytics & Research, Asia-Pacific",S&P Global Ratings,,"Sourcing data – both external economic and financial data (e.g. Self-starter in sourcing, and attentive to details of, research data....","$70,000 a year"
Financial Reporting Analyst,Northern Trust Corp.,,"Unit Pricing, Business Process Analysts, Client Services, Operations and Technology). Who we are....",
Data Insights Analyst,Ensure Recruitment,,We are currently looking for an experienced Data Insights Analyst to join a newly-formed team based in Melbourne CBD....,
Data Specialist and Scientist,Deakin University,Melbourne VIC,This role requires an experienced Data Specialist with sound knowledge working on the statistical data and involve in maintaining high standard of data record...,
Analyst - Enterprise Risk Tech Area - x2 Opportunities,ANZ Banking Group,Melbourne VIC,Experience in data models and reporting packages like IBM Cognos. Analyst – Enterprise Risk Tech Area – x2 Opportunities....,
Metering Operations Analyst,intelliHUB,,"IntelliHUB Group is a leading Metering Provider and Metering Data Provider, providing metering services to retailers for their electricity and hot water...",
"Data Analyst, Energy Markets",D'Arcy Weil,,"Building data validation and reconciliation models to ensure correct data is used for accruals, month-end and regulatory reporting;...",
"Analyst, Office Leasing",Cushman & Wakefield,,"Data cleansing and data migration. Analyst, Office Leasing. Analysing data and trends to produce client and tenant specific data sets....",
Chemistry Analyst,CSL Behring,,Assist in the interpretation of data from assays conducted with complex technical equipment in the laboratory....,
Data Analyst,Aurec Human Capital Group,,"Data Analyst - Eastern Suburbs. As the Data Analyst you will undertake and guide on the data migration project, interpret and analyse data, provide advice on...",
Data Scientist – Artificial Intelligence Engineer,IBM,,"Assemble large, complex data sets. We are in a data science renaissance. Design optimal ETL infrastructures from variety of data sources....",
Business Intelligence / Integration Analyst,The PAS Group,,Data Cubes and data warehousing; Relational database design in a data warehousing environment using Microsoft SQL Server;...,
Financial Analyst - 24 months Fixed Term - [Melbourne],IBM,,"Resource allocation, business metrics, portfolio analysis, data modelling and developing new tools. We are on the hunt for a Financial Analyst to join our...","$94,500 a year"
Data Analyst,Aurec,,"Data Analyst - Eastern Suburbs. As the Data Analyst you will undertake and guide on the data migration project, interpret and analyse data, provide advice on...",
Cyber Analyst,Luvo,,"Responsible for preventing data loss and service interruptions by researching. Currently, we are looking for a skilled, proactive and motivated Cyber Analyst ...",
OR&C Data Analyst,ANZ Banking Group,Melbourne VIC,The OR&C Senior Data Analyst will be part of the Analytics and Validation Portfolio supporting analytical capabilities with Group Compliance function....,
Data Analyst,ANZ Banking Group,Melbourne VIC,"Data Analyst - Campaign Developer. The role will be based within one of the EDB squads, made up of a mix of Journey Experts, Data Scientists and Data Analysts....",
Data Specialist and Scientist,Deakin University,Melbourne VIC,This role requires an experienced Data Specialist with sound knowledge working on the statistical data and involve in maintaining high standard of data record...,
Analyst - Enterprise Risk Tech Area - x2 Opportunities,ANZ Banking Group,Melbourne VIC,Experience in data models and reporting packages like IBM Cognos. Analyst – Enterprise Risk Tech Area – x2 Opportunities....,
Systems Analyst,ANZ Banking Group,Melbourne VIC,"Internally, this role is referred to as an Analyst. As a Systems Analyst it is expected that you will be a go-to person within the squad....",
"Analyst, Data Science",NAB - National Australia Bank,Melbourne VIC,"Data wrangling and exploration experience. Reporting to the Data Science Manager, our analyst Data Scientists will support the development of the analytics...",
Data Analyst,Viva Energy,Melbourne VIC,"You will build trust in the data through accurate, clean data and reporting and contribute to quality improvement and data integrity....",
Data Analyst,Servian,Melbourne VIC,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. As a Data Warehouse and BI generalist you will bring end to...",
OR&C Data Analyst,ANZ Banking Group,Melbourne VIC,The OR&C Senior Data Analyst will be part of the Analytics and Validation Portfolio supporting analytical capabilities with Group Compliance function....,
Data Analyst,ANZ Banking Group,Melbourne VIC,"Data Analyst - Campaign Developer. The role will be based within one of the EDB squads, made up of a mix of Journey Experts, Data Scientists and Data Analysts....",
Sales and Performance Analyst,Jetstar AU,,Maintain data sources critical to sales reporting. At least 2 years’ experience as a commercial analyst or similar....,
Service Delivery Reports Analyst - VN232,VIX Technology,,"Ensure that data quality is maintained. This role is expected to develop a data repository from multiple data sources, to enable accurate reports to be...",
Data Specialist and Scientist,Deakin University,,This role requires an experienced Data Specialist with sound knowledge working on the statistical data and involve in maintaining high standard of data record...,
Office365 Analyst,IT Alliance Australia,,"Ensure appropriate data quality controls are in place across the portfolio. The Analyst, Drop-in Service Desk is Responsible for the operational technical...",
People Reporting Analyst - Learning,Ernst & Young OM,,Application of data privacy standards to report development. Global People Data Reporting Assistant Director with daily/weekly interaction....,
Tableau Reporting Analyst | 6 Month Contract,AIA,,"The Reporting Analyst role (RA) will be required to liaise with the business to create requirements, design, develop, enhance and implement reporting and...",
Data Scientist - Solution 49x,KPMG,,"As a Data Scientist in our team, you will:. Deploy numerical techniques and algorithms to learn patterns and extract answers from data....",
Junior Data Scientist,Xpand Group,,"Data wrangling and exploration experience. Reporting to the Data Science Manager, our analyst Data Scientists will support the development of the analytics...","$90,000 a year"
Data Analyst :: HRIS Implementation,Systems and People Pty Ltd,,You will be involved in detailed data analysis and data set management. My Client is looking for a Data Analyst to work on a Workday HCM and Payroll...,
Data Analyst,DXC Consulting,,"Strong background in data analysis, data mapping and transformation, and ideally data modelling. We are currently looking for a Data Analyst who can bring an...",
Business Insights Analyst,nbn™,,"Troubleshooting data discrepancies with Alteryx/Tableau/DDE. Bug fixes, data quality, production support....",
Data Analyst,Zone IT Solutions,,"Data visualisation experience. We are looking for a Data Analyst to work with a Global Consulting company. Strong Data analysis background, Should have worked...",
Data Analyst,Granite Consulting,,"Advise/inform project team on data migration / data cleansing approaches. Experience collecting, analysing and modelling data, promoting data driven decisions....",
Junior Campaign Analyst,Latitude Financial Services,,"This is a great role for an aspiring business analyst, data analyst or data scientist. Support the senior campaign analysts for data driven campaigns....",
"Business Intelligence / Data Analyst, Corporate Strategy - R...",D'Arcy Weil,,"Data Validation and Reconciliation. Build data validation and reconciliation model to ensure correct data is used for Accruals, Month-end and regulatory...",
Pricing & Projects Analyst (Air BP),BP,,"Support Sales, Joint Ventures, and Operations Teams by undertaking data & scenario analysis for pricing, sales, data capture, and other identified requirements....",
Desktop Support Analyst - EUC,IT Alliance Australia,,"Ensure appropriate data quality controls are in place across the portfolio. The Analyst, Drop-in Service Desk is Responsible for the operational technical...",
National Seafood Analyst,PFD Food Services,,"Exposure to reporting packages and data warehousing. Commercial and business experience, with proven experience as an analyst or equivalent field;...",
Procurement Analyst,Coles,,"Maintain the Procurement data warehouse, being across accurate master and transactional data. Tech savvy, able to extract data from SAP and work within a...",
Technical Support Analyst,EXPERIAN,,Due to an internal promotion Experian ANZ is looking for a Technical Support Analyst to join our Data Quality team in Melbourne....,
OR&C Data Analyst,ANZ Banking Group,Melbourne VIC,The OR&C Senior Data Analyst will be part of the Analytics and Validation Portfolio supporting analytical capabilities with Group Compliance function....,
Data Analyst,ANZ Banking Group,Melbourne VIC,"Data Analyst - Campaign Developer. The role will be based within one of the EDB squads, made up of a mix of Journey Experts, Data Scientists and Data Analysts....",
Data Specialist and Scientist,Deakin University,Melbourne VIC,This role requires an experienced Data Specialist with sound knowledge working on the statistical data and involve in maintaining high standard of data record...,
Analyst - Enterprise Risk Tech Area - x2 Opportunities,ANZ Banking Group,Melbourne VIC,Experience in data models and reporting packages like IBM Cognos. Analyst – Enterprise Risk Tech Area – x2 Opportunities....,
